text,category
hitzlsperger waiting on o leary aston villa s thomas hitzlsperger is waiting to learn the future of manager david o leary before committing himself to a new contract with the club.  o leary has been in talks over a new deal and he said:  i had a message from thomas  agent asking me what the news was on myself.  he wants to find out before he goes into discussions over thomas.  the reason thomas is not speaking to the club is because the agent wants to see the outcome of what happens to me.  hitzlsperger s current deal expires in the summer and he has been offered a new deal by the midlands club. the german international is understood to be keen to remain at villa  despite interest in his native country from hamburg. but he wants assurances that o leary will also be committing himself long-term because negotiations over a new three-and-a-half-year contract appear to have stalled.  o leary wants his backroom staff - assistant manager roy aitken and fitness coach steve mcgregor - to also be given satisfactory deals  which will tie them to villa until the summer of 2008.,sport
yukos bankruptcy  not us matter  russian authorities do not have to abide by any us court decisions taken with regard to troubled oil giant yukos  a houston court has been told.  legal expert william butler said there was no treaty between the us and russia to recognise the other s legal rulings. that meant moscow would not have to adhere to us rulings in the yukos case. yukos says a us court was entitled to declare it bankrupt before its yugansk unit was sold  since it has a us subsidiary and local bank accounts.  yukos made its surprise chapter 11 bankruptcy filing in houston in december in an unsuccessful attempt to halt the auction of yugansk  its main oil producing unit  by russian authorities. yugansk was sold to help pay off a $27.5bn (Â£14.5bn) back tax bill. it was bought for $9.4bn by a previously unknown group  which was in turn bought by state-controlled oil company rosneft. the us court s jurisdiction has been challenged by deutsche bank and gazpromneft  a former unit of russian gas monopoly gazprom which is due to merge with rosneft. deutsche bank maintains the case has no place in a us court because yukos has no assets in the us  apart from two bank accounts and a house in houston owned by its chief finance officer bruce misamore. deutsche bank is involved in the case because it is itself being sued by yukos. it had agreed to loan gazpromneft the money to bid for yugansk. us bankruptcy judge letitia clark  who issued an injunction in december to try and prevent the yugansk sale  has said she will rule  pretty promptly  however i do not anticipate ruling on it before next tuesday .  yukos has claimed it sought help in the us because other forums - russian courts and the european court of human rights - were either unfriendly or offered less protection. it has claimed that russia imposed the huge tax bill and forced the sale of yugansk as part of a campaign to destroy yukos and its former owner mihkail khodorkovsky  who is facing a 10-year prison term in russia for fraud and tax evasion. yukos  parent company  the gibraltar-based menatep group  is suing russia in europe for $28.3bn in financial damages. the company is also seeking $20bn in a separate us lawsuit against rosneft and gazprom for their role in the sale of yugansk.,business
dementieva prevails in hong kong elena dementieva swept aside defending champion venus williams 6-3 6-2 to win hong kong s champions challenge event.  the russian  ranked sixth in the world  broke williams three times in the first set  while losing her service once. williams saved three championship points before losing the match at the victoria park tennis court.  it s really a great start to the year no matter whether it s an exhibition or not. i was trying to play my best and i really did it   said dementieva.  this will give me all the confidence before the grand slams. i was trying so hard to win this tournament.  williams  24  was disappointed with her display.  she played some nice points  but it was mostly me committing unforced errors - four or five errors in each game   she said. before the match  organizers auctioned off rackets belonging to the players  raising Â£115 000 for victims of the tsunami disaster.,sport
sales  fail to boost high street  the january sales have failed to help the uk high street recover from a poor christmas season  a survey has found.  stores received a boost from bargain hunters but trading then reverted to december levels  the british retail consortium and accountants kpmg said. sales in what is traditionally a strong month rose by 0.5% on a like-for-like basis  compared with a year earlier. consumers remain cautious over buying big-ticket items like furniture  said brc director general kevin hawkins. higher interest rates and uncertainty over the housing market continue to take their toll on the retail sector  the brc said. but clothing and footwear sales were said to be generally better than december  while department stores also had a good month.  in the three-months to january  like-for-like sales showed a growth rate of -0.1%  the same as in the three months to december  the brc said.  following a relatively strong new year s bank holiday  trading then took a downward turn   said mr hawkins.  even extending some promotions and discounts and the pay-day boost later in the month could not tempt customers.  the previous brc survey found christmas 2004 was the worst for 10 years for retailers. and according to office for national statistics data  sales in december failed to meet expectations and by some counts were the worst since 1981.,business
chris evans back on the market broadcaster chris evans has begun selling thousands of his possessions from a stall in camden market  london.  evans perched on a stool as shoppers wandered around the open-fronted shop packed with his furniture. among the items from his homes in los angeles and london were countless sofas  chairs  pictures  beds and memorabilia from his past tv shows. asked the reason for the sale  evans said:  i just want to get rid of it all  it s just a headache.  he added:  it feels good to be selling this stuff  it s a weight off my mind.  look at it all  there s so much clutter. i ve enjoyed every bit of furniture and every poster but it s not important anymore.  the normally gregarious evans cut a peculiarly unshowbusiness-like figure as he sipped coffee and smoked cigarettes  wrapped in a big coat and scarf in front of his aladdin s cave.  however  the ostentation of some of the items on sale painted a picture of the eccentricity that endeared him to the british public in shows such as channel 4 s gameshow don t forget your toothbrush. the most striking thing about many of the pieces was their sheer size. sofas looked like they could seat a small party and a bed seemed big enough for four. the elaborate nature of the pieces  many custom-made  had to be admired  particularly a huge red and gold upholstered  throne  and a stripy deckchair from the queen mary liner.  to help people in their browsing  evans had given the pieces labels with not only the price but a helpful  often comic  aside.  isn t it great  was the comment on the Â£1 950 throne and  bob dylan s old sofa - honest  was written on a dark wood couch priced Â£4 250.  the prices were steep by a lot of people s standards but evans said it was not deterring shoppers.  i ve sold quite a lot already. everything here is on sale for less than i bought it for but it s not really about the money. it s about getting rid of it all. we ve all been bartering  that s what it s all about.  he added that he was not going to reveal what he was going to do with the money he was making. vintage tv and film posters also lined the walls  including a rare portrait of raquel welch and an original advertising print from the benny hill show. and  almost hidden at the back of the lock-up  were the two giant toothbrushes from his former channel 4 show  although these were not for sale.  despite the sheer curiosity value of the sale  there was a healthy trickle of interest from the public rather than the perhaps expected crowds. some wandered in just to browse  as they would any of the other stalls  not knowing that it belonged to evans.  paul burgess said:  i didn t realise. i thought it was just a load of junk. i should go back and have a better look.  but local resident francesca detakats came specially to the stall and left happy with her purchase of an original 1960s photograph of the who by david wedgburg. ms detakats said she was a collector and did not mind paying Â£350 for the print.  if you like something  you don t really count it like that   she said.  martin hellewell  who had also made a point of visiting evans  shop  said he thought it was a great idea.  why not  if you ve got stuff to get rid of it s a good place to do it   said mr hellewell. evans has taken out the stall with business partner pete winterbottom. they plan to open every day if possible  although evans did not know how often he would be there.  we ll stay definitely until christmas and then maybe a week after that   said evans.,entertainment
yukos accused of lying to court russian oil firm yukos lied to a us court in an attempt to stop the russian government selling off its key production unit  the court has heard.  the unit  yugansk  was sold to pay off a $27.5bn (Â£14.5bn) back tax bill. yukos argued that since it had a us subsidiary and local bank accounts  the us court could declare it bankrupt and stop the auction of yugansk. but deutsche bank - itself a target of a yukos lawsuit - said documents had been backdated to strengthen the case.  deutsche bank s evidence came on the first day of a two-day hearing in houston. its lawyer  hugh ray  told the court that yukos had claimed it had transferred $27m into two texas bank accounts opened by its new us subsidiary. by doing so  he said  the firm had intended to reinforce its us presence - and thus its chances of getting its case heard in us courts. but he said that the papers documenting the transaction were not drawn up till weeks after yukos made its bankruptcy application on 14 december  and then backdated.  yukos chief financial officer bruce misamore  who had moved to the us in early december to set up yukos usa  acknowledged the point. he said the discrepancy was only in the paperwork  but that money had indeed been transferred on 14 december. even so  he told the court that only $480 000 had been in the accounts that day  with the rest arriving a day later.  deutsche bank is involved in the case because it is itself being sued by yukos. it had agreed to loan to an arm of russian state gas firm gazprom the money to bid for yuganskneftegaz  as the yukos unit is formally known. the sale went ahead  despite an order from the us bankruptcy court ordered that it should be stopped. in the end  the auction was won by an unknown shell company for $9.4bn - much less than most assessments of its value - before ending up in the hands of state-controlled oil firm rosneft. rosneft  meanwhile  has agreed to merge with gazprom  bringing a large chunk of russia s very profitable oil business back under state control.  yukos maintains that it filed for bankruptcy in the us because it feared it would not be able to do so in russia. it also said that in the event of going bust  it could offer the chance of restructuring.  it gives us a kind of life after death alternative   said yukos chief executive steven theede. yukos is currently suing four companies - gazprom  its unit gazpromneft  rosneft and the shell company which won the bidding - for their part in yugansk s disposal. it has also threatened to sue the russian government for $28bn. analysts have questioned whether a us court has any jurisdiction over russian companies  while moscow officials have dismissed yukos  legal wrangling as meaningless. yukos claims that the rights of its shareholders have been ignored and that is has been punished for the political ambitions of its founder mikhail khodorkovsky. mr khodorkovsky  once russia s richest man  is in prison  having been charged with fraud and tax evasion and repeatedly denied bail.,business
france v wales (sat) stade de france  paris  saturday  26 february  1600 gmt  bbc1  radio 4 lw and this website  france may have beaten scotland and england but they were tedious and uninspired throughout both matches. wales  on the other hand  have played some fine rugby and have made their best start since they last won the title in 1994. they also have a good record at the stade de france  having won their first two games there  in 1999 and 2001. wales have made two changes from the team that thrashed italy 38-8 in rome.  kevin morgan takes over from his injured newport-gwent dragons colleague hal luscombe on the right wing. in the pack neath-swansea ospreys forward ryan jones bas been brought on the blind-side flank to beef up the wales back row in place of jonathan thomas. wales coach mike ruddock is determined that his team will not go into their shells after their promising start to the championship.  graham henry (former wales coach) said a couple of years ago that we should  be bold  when going to france  and he was proved right   said ruddock.  that is a great way to approach the game  and something we will further endorse with the players this week.   despite their stuttering displays in their first two games defending champions france are also unbeaten. under-pressure coach bernard laporte has made four changes  with yannick nyanga  the debutant julien laharrague  aurelien rougerie and yannick jauzion coming into the side. france have been criticised for the absence of traditional  french flair  as they have ground their way to victory so far this year but captain fabien pelous sees hope on the horizon.  i get the impression we are getting better   he said.  against wales  which is different from the teams we have beaten  i hope we can show our proper game.   j laharrague; a rougerie  y jauzion  d traille  c dominici; y delaigue  d yachvili; s marconnet  s bruno  n mas; f pelous (capt)  j thion; s betsen  y nyanga  j bonnaire (bourgoin).  w servat  o milloud  g lamboley  i harinordoquy  p mignoni  f michalak  j-p grandclaude.  g thomas (capt); k morgan  t shanklin  g henson  s williams; s jones  d peel; g jenkins  m davies  a jones; b cockbain  r sidoli; r jones  m williams  m owen.  r mcbryde  j yapp  j thomas  r sowden-taylor  g cooper  c sweeney  r williams.,sport
white prepared for battle tough-scrummaging prop julian white is expecting a resurgent wales to give him a rough ride in england s six nations opener in cardiff on saturday.  the leicester tight-head is in the form of his life  making the england number three shirt his own. but he knows wales will put his technique under immense scrutiny.  the welsh scrum is a force to be reckoned with   he told bbc sport.  they have made a lot of changes for the better over the last few years.  white is also impressed with the welsh pack s strength in depth.  gethin jenkins is starting at loose-head for them. he has played a bit at tight-head but i think his favoured position is loose-head and he is very good   he added. the 31-year-old has made a massive contribution to the england and leicester cause of late and is arguably the form tight-head prop in the world.  he destroyed south africa s os du randt in the scrum at twickenham last autumn to give england the platform for an impressive 32-16 victory. leicester  who signed white from bristol when the west country side were relegated from the zurich premiership in the summer of 2003  have also been aided by white s presence this season. the tigers are sitting pretty at the top of the premiership table and have also booked their place in the last eight of the heineken cup.  i am pleased with my form   he said.  but my form is helped by the people i play with at leicester - people like martin johnson and graham rowntree.  it s been a good season so far and to be in the starting xv for the first game of the six nations is what every player wants.  i am delighted with the way things have gone but we have to get it right this weekend.  white is now one of the more experienced members of the england squad which takes to the field on saturday. injuries have taken their toll and coach andy robinson has been deprived of richard hill  jonny wilkinson  martin corry  mike tindall  will greenwood and stuart abbott.  and with 27 caps and a world cup winner s medal to his name  white is now in a position to offer his experience to youngsters such as centres matthew tait and jamie noon.  i don t know how much experience a tight-head can give a centre but you are there to give them a pat on the back if things go wrong or to be there if they want to talk in any way   he added.  when i first came into the squad  people like jason leonard and martin johnson were the first to come over and talk through things and help out.   it gives you a lot of confidence when people like that speak to you.  i was in awe of a lot of them so to sit down and speak with them and realise you are on the same wavelength is good.  white missed the vast majority of last year s six nations because of a knee injury and is raring for the 2005 event to get going. and that is despite the opening game taking place amid the red-hot atmosphere in cardiff.  i enjoy the atmosphere. the millennium stadium is probably one of the best stadiums in the world   he said.  to go down there and hear the shouting and the singing - it s one of my favourite places to play.  this is probably the most even six nations for a long time. england  ireland  france and wales are all contenders.  on form  ireland should be favourites but you just don t know - that s the great thing about this tournament.,sport
can smith work scottish wonders  the worst kept secret in scottish football was revealed on thursday when walter smith was named as the new national manager.  from the moment berti vogts  miserable tenure in charge of scotland ended  the former rangers and everton boss has been the overwhelming favourite for the post. but is smith the man for what must be one of the hardest jobs in football  the 56-year-old takes over at a time when the national side is in the doldrums. scotland have not reached a major finals since the world cup in 1998 and reaching germany 2006 looks near impossible  having picked up just two points from the opening three games in the qualifying race. and the fifa rankings see scotland listed at an all time low of 77th  below the likes of estonia  ghana  angola and thailand. scotland are not blessed with quality players with experience at the top level  so smith will have to get the best out of meagre resources. smith s track record make impressive reading and he is widely respected within the game. the man who was alex ferguson s assistant when scotland played at the 1986 world cup won seven league titles with rangers. and his appointment has been widely endorsed by many of the games  top names  including ferguson and graeme souness  who took him to ibrox as his assistant in 1986. characters like souness  ferguson and current ibrox manager alex mcleish all cite smith s experience and his expansive knowledge of the scottish game.  much was made of vogts  inability to express himself to the players and media. that will certainly not be the case with smith. the former dundee united and dumbarton full-back is from the managerial old school - straight talking and never slow to let players know when he expects better (often with the use of some colourful invective). but it should be remembered vogts came to scotland with an impressive curriculum vitae - a world cup winner as a player and a european championships winner as a manager. smith will inherit the same problems vogts had - a callow squad of players with no exceptional talents. and it remains to be seen if smith will experience the rash of call-offs that blighted so much of vogts  preparation work. a fresh start for the scottish national team was imperative and smith is widely regarded as a safe pair of hands. but will a safe pair of hands be enough when the adroit hands of a magician might be required...,sport
benitez  to launch morientes bid  liverpool may launch an Â£8m january bid for long-time target fernando morientes  according to reports.  the real madrid striker has been linked with a move to anfield since the summer and is currently behind raul  ronaldo and michael owen at the bernabeu. liverpool boss rafael benitez is keen to bolster his forward options with djibril cisse out until next season.  if there is an attractive propostition it could be i would be keen to leave   admitted the 28-year-old morientes. he added:  unfortunately  i m not in control of the situation. i m under contract to real and they will make any decisions.  the fee could put liverpool off a prospective deal but real are keen to net the cash as they are reported to be preparing a massive summer bid for inter milan striker adriano. the reds are currently sixth in the premiership  15 points behind leaders chelsea.,sport
munster cup tie switched to spain munster s heineken cup quarter-final tie against biarritz on 3 april has been switched to real sociedad s paseo de anoeta stadium in san sebastian.  real s ground holds 32 000 whereas the parc des sports aguilera in biarritz has a capacity of just 12 667. the irish province will be given at least 8 000 tickets.  the decision to move was a difficult one  but as we considered the fans as one of our primary objectives   said biarritz chairman marcel martin.  we hope we will be rewarded as a huge crowd behaving in the best rugby tradition.  the match will be the first heineken cup fixture to be played in spain  and is expected to attract the biggest-ever attendance for a rugby match in the country. ulster were the last irish team to play at the paseo de anoeta stadium where they faced a euskarians side during a pre-season tour in 1998.,sport
police urge pub closure power new powers are needed to close disorderly pubs  bars and clubs for up to a week or even permanently  police chiefs have told mps.  association of chief police officers president chris fox said the current 24-hour closure power did not have enough impact on bad landlords. mr fox s comments follow the controversy over plans to allow pubs to open around the clock. he rejected critics  calls for the law change to be delayed. instead  the new licensing act could help reduce drunken disorder - but only if it was properly planned  he argued.  acpo made its call for stronger closure powers in a paper for the commons home affairs select committee. after the meeting  mr fox said being able to close premises for only 24 hours did not necessarily make an impact.  if it s 12.30 on a saturday morning and you close for 24 hours there s not a lot of pain for the premises because they probably wouldn t open on sunday anyway.   this is about getting through to the management that they can t run a disorderly house without facing some immediate sanctions.  under acpo s proposal  the closure orders would be used only with the agreement of the local licensing authority. the new licensing laws will give police greater powers to close pubs and clubs - but only for 24-hour periods.  mr fox said the drinks industry was currently not regulating itself.  it s making money at the cost of human misery and the public purse  and the strategic planning process has been less than useless   he said. mr fox said the new laws  due to start being phased in next month  could help if food outlets  public transport and public toilets could cope with late-night drinkers.  staggering it (closing hours) will be a solution if the infrastructure is there  if the premises are properly managed and people aren t being served rolling drunk and underage and then tossed out into the street   he said.  we have the problem from 11pm to 2am in any event. we have to get a grip on the underlying causes of this.   acpo wants pubs and clubs which cause extra work for police and hospitals to have to pay towards the costs. home secretary charles clarke is currently looking at the idea of a levy on the drinks industry to pay for the cost of extra policing. the licensing changes have sparked concern among some mps  councils and some senior police officers who fear they could exacerbate drinking problems. culture secretary tessa jowell on tuesday said it was not her job to bow to the campaign against the changes. it was the status quo  not the new laws  which were causing current binge drinking problems  she told bbc two s newsnight. leaked documents have suggested ex-home secretary david blunkett branded new opening hours as a  leap in the dark . but ms jowell insisted his concerns had been met. the police s job against alcohol-related crime would be made easier if all pubs did not close at the same time  she added.,politics
blair sees greater bush consensus george w bush will display a more consensual approach to world politics as he begins his second term as us president  tony blair has said.  the prime minister said mr bush had learned military force was not the only way to fight terrorism. he understood that  the best prospect of peaceful co-existence lies in the spread of democracy and human rights   mr blair told the guardian newspaper. mr bush was sworn in at a ceremony in washington dc on thursday.  echoing the new us secretary of state condoleezza rice  the prime minister said there has been a clear evolution of us policy since the war in afghanistan in 2001. mr blair had personally seen the change over time in conversations with mr bush. the president understood that while military and security measures were important  there also needed to be a multilateral approach to solving the world s problems.  turning to critics  fears that the us was poised for further military action  mr blair refused to give succour to suggestions it was preparing for strikes against iran. the prime minister conceded that the us had  what appears to be a harder position  towards the state than europe. but the prime minister pointed out that until now the us had allowed britain  france and germany to take the lead in trying to halt the iranian nuclear programme. following claims that us forces had worked inside iran to identify potential targets  mr blair was asked if the sas had also been in the country.  we never answer questions about special forces  but do not take that as indicating an affirmative   said mr blair.  mr blair said he believed the president was keen to work with other countries while trying to spread democracy and human rights.  it is significant  in my view  that he is coming to europe as his first foreign visit   said mr blair. following his inauguration  mr bush is due in europe at the end of january.,politics
lse doubts boost bidders  shares shares in deutsche boerse have risen more than 3% after a shareholder fund voiced opposition to the firm s planned takeover of the london stock exchange.  tci  which claims to represent owners of 5% of deutsche boerse s (db) shares  has complained that the Â£1.35bn ($2.5bn) offer for the lse is too high. opposition from tci has fuelled speculation that the proposed takeover could fail. rival exchange operator euronext has also said it may bid for the lse. euronext operates the paris  amsterdam  brussels and lisbon bourses  while deutsche boerse runs the frankfurt exchange.  bbc news spoke to a number of analysts on monday morning about shareholder worries over deutsche boerse s bid for lse. although none were prepared to speak on the record  most thought it was unlikely that tci s opposition would halt the deal   obviously we ll have to wait and see  but i don t think it will make much difference. deutsche boerse appears very committed   said one london-based broker. he forecast the takeover bid would succeed and was more concerned to see improvements in the daily running of the lse. in voicing its opposition to the planned takeover  tci said it would prefer to see deutsche boerse return $500m (Â£350m) to shareholders. the deutsche boerse was prepared to pay for the lse  exceeds the potential benefits of this acquisition   said tci.  another deutsche boerse shareholder on monday also appeared to back tci s call. another investor in deutsche boerse has supported the view that a payout to shareholders would be preferable to deutsche boerse overpaying for the lse  reuters news agency reported.  we prefer a sensible entrepreneurial solution at a price that is not too high   said rolf dress  a spokesman for union investment.  if that cannot be achieved  then we would wish for a distribution of liquid assets to shareholders.  the financial times also reported a third deutsche boerse shareholder as opposed to the deal. it quoted a spokesman for us-based hedge fund atticus capital complaining that the planned takeover appeared to be motivated by  empire-building  rather than the best interests of shareholders.  tci has called for deutsche boerse to hold an emergency general meeting to discuss the bid for lse. yet under german business law  db does not have to gain shareholder approval before making a significant acquisition. deutsche boerse said tci s opposition would not change its bid approach.  deutsche boerse is convinced that its contemplated cash acquisition of the london stock exchange is in the best interests of its shareholders and the company   it said. db s shares were up 3.4% to 45.25 euros by 1030 gmt  the highest gainer in frankfurt.,business
police detain chinese milk bosses chinese police have detained three top executives at milk firm yili  with reports suggesting that they are being investigated for embezzlement.  yili - full name inner mongolia yili industrial - confirmed its chairman  chief financial officer and securities representative were all in custody. the company  china s third-largest milk producer  is to hold an emergency meeting to debate the issue. a yili spokesman said it may now move to oust chairman zheng junhuai. the spokesman did not say why the three had been detained by the police. the official xinhua news agency said the arrest was linked to alleged embezzlement.  yili has recently been the subject of intense media speculation over its financial operations. executives are suspected of wrongly using 417m yuan ($50.4m; Â£26m) of company funds to support a management buyout back in july 2003. yili s shares were suspended on tuesday  having fallen by 10% on monday. the company and its two main rivals - market leader mengniu dairy and second place bright dairy - dominate a chinese milk market that has grown by almost 30% over the past five years. analysts wondered if the scandal at yili - the latest to befall chinese companies this year - could be followed by further revelations of corporate wrongdoing.  investors wonder if yili s scandal  one of a slew to be uncovered this year  isn t just the tip of the iceberg   said chen huiqin  an analyst at huatai securities.,business
takeover rumour lifts exel shares shares in storage and delivery firm exel closed up 9% at a two-and-a-half year high on tuesday on speculation it is to receive an imminent takeover bid.  the talk in the city is that us giant united parcel services (ups) is the most likely bidder for the firm. yet other names mentioned in connection to buying exel are dhl-owner deutsche post and finance firm ge capital. with its shares closing tuesday at 873p  bracknell-based exel is currently valued at Â£2.6bn ($6.3bn).  exel employs 109 000 people in more than 120 countries and has itself been active in the consolidation of the logistics sector  paying Â£328m to buy fellow uk firm tibbett & britten last august. its customers include boots  burberry  mothercare and consumer products giant procter & gamble. andrew beh  of brokers ing  said ups and deutsche post were the most likely bidders and an offer of 950p a share would be fair if a bidding battle did not break out.  it s a great strategic fit for both companies   he said.  both are interested in expanding in logistics and you can make a decent case for cost synergies which could justify the premium and that s before you make any argument about revenue synergies.,business
moya clinches cup for spain spain won the davis cup for the second time in their history when carlos moya beat the usa s andy roddick in the fourth rubber in seville.  moya won 6-2 7-6 (7-1) 7-6 (7-5) to give the hosts an unassailable 3-1 lead with only one singles rubber remaining. roddick battled hard and had chances in the second set  but moya s clay-court expertise proved the difference. mardy fish beat tommy robredo 7-6 (8-6) 6-2 in the final dead rubber to cut spain s winning margin to 3-2. spain s only other davis cup title came in 2000  when they beat australia in barcelona. this time they chose to play the final in seville and the city s olympic stadium was revamped to allow for a record crowd for a competitve tennis event of 27 000 spectators. and the home fans gave vociferous support to their players  with 18-year-old nadal and moya winning both friday s singles rubbers. american twins mike and bob bryan gave the visitors hope with victory over juan carlos ferrero and tommy robredo in saturday s doubles. but it remained an uphill task for a us team far happier on hard courts than clay  and 1998 french open champion moya had too much for world number two roddick.  this has been incredible - the moment i ve been waiting for for years   said moya  who missed out in 2000 through injury.  i ve prepared myself for this day. i knew that playing on clay i would have my chances to win.   the davis cup is my dream. i can t ask for more. there is nothing bigger than what i ve lived today.  moya stormed into a 4-0 lead on his way to taking the first set against roddick and recovered immediately from dropping serve in the second. the match came down to two tie-breaks and moya dominated both  clinching victory on his third match point. wild celebrations followed  with an emotional moya congratulated by his team-mates  including nadal  who at 18 years and 187 days becomes the youngest ever victor in davis cup history.  i think we put up a better fight here than in paris two years ago   said roddick  who was on the us team which lost to france in the 2002 semi-finals at roland garros.  they were just better than us this weekend. i have nothing to be ashamed of  i gave it my all.  i am not going to walk out of here with my head down  that s for sure.  there s no miracle answer. we have to improve.,sport
the gaming world in 2005 if you have finished doom 3  half life 2 and halo 2  don t worry. there s a host of gaming gems set for release in 2005.   world of warcraft   the us reception to this game from developers blizzard has been hugely enthusiastic  with the title topping its competitors in the area of life-eating  high-fantasy  massively multiplayer role-player gaming. solid  diverse  accessible and visually striking  it may well open up the genre like never before. if nothing else  it will develop a vast and loyal community. released 25 february on pc. ico 2 (working title) ico remains a benchmark for ps2 gaming  a title that took players into a uniquely atmospheric and artistic world of adventure. the (spiritual) sequel has visuals that echo those of the original  but promises to expand the ico world  with hero wanda taking on a series of giants. the other known working title is wanda and colossus. release date to be confirmed on ps2. the legend of zelda   the charismatic cel imagery has been scrapped in favour of a dark  detailed aesthetic (realism isn t quite the right word) that connects more with ocarina of time. link resumes his more teenage incarnation too  though enemies  elements and moves look familiar from the impressive trailer that has been released. horseback adventuring across a vast land is promised. release date to be confirmed on gamecube. advance wars ds the uk nintendo ds launch line-up is still to be confirmed at time of writing  but titles that exploit its two-screen and touch capacity  like warioware touched! and sega s feel the magic  are making a strong impression in other territories. personally  i can t wait for the latest advance wars  the franchise that has been the icing on the cake of nintendo handheld gaming during the past few years. release date to be confirmed on ds. s.t.a.l.k.e.r.   following in the high-spec footsteps of far cry and half-life 2  this looks like the key upcoming pc first-person shooter (with role-playing elements). the fact that it is inspired in part by andrei tarkovsky s enigmatic 1979 masterpiece stalker and set in 2012 in the disaster zone  a world of decay and mutation  makes it all the more intriguing. released 1 march on pc. metal gear solid: snake eater   more hideo kojima serious stealth  featuring action in the soviet-controlled jungle in 1964. the game see snake having to survive on his wits in the jungle  including eating wildlife. once again  expect cinematic cut scenes and polished production values. released march on ps2. dead or alive ultimate tecmo s team ninja are back with retooled and revamped versions of dead or alive 1 and 2. here s the big  big deal though - they re playable over xbox live. released 11 march on xbox. knights of the old republic ii looks set to build on the acclaimed original star wars role playing game with new characters  new force powers and a new set of moral decisions  despite a different developer. released 11 february on xbox and pc.,tech
parents face video game lessons ways of ensuring that parents know which video games are suitable for children are to be considered by the games industry.  the issue was discussed at a meeting between uk government officials  industry representatives and the british board of film classification. it follows concerns that children may be playing games aimed at adults which include high levels of violence. in 2003  britons spent Â£1 152m on games  more than ever before. and this christmas  parents are expected to spend millions on video games and consoles.  violent games have been hit by controversy after the game manhunt was blamed by the parents of 14-year-old stefan pakeerah  who was stabbed to death in leicester in february. his mother  giselle  said her son s killer  warren leblanc  17 - who was jailed for life in september - had mimicked behaviour in the game.  police investigating stefan s murder dismissed its influence and said manhunt was not part of its legal case. the issue of warnings on games for adults was raised on sunday by trade and industry secretary patricia hewitt. this was the focus of the talks between government officials  representatives from the games industry and the british board of film classification.  adults can make informed choices about what games to play. children can t and they deserve to be protected   said culture secretary tessa jowell after the meeting.  industry will consider how to make sure parents know what games their children should and shouldn t play.  roger bennett  director general of entertainment and leisure software publishers association  said:  a number of initiatives were discussed at the meeting.  they will be formulated to create specific proposals to promote greater understanding  recognition and awareness of the games rating system  ensuring that young people are not exposed to inappropriate content.   among the possible measures could be a campaign to explain to parents that many games are made for an adult audience  as well as changes to the labelling of the games themselves.  according to industry statistics  a majority of players are over 18  with the average age of a gamer being 29. academics point out that there has not been any definitive research linking bloodthirsty games such as manhunt with violent responses in players. in a report published this week for the video standards council  dr guy cumberbatch said:  the research evidence on media violence causing harm to viewers is wildly exaggerated and does not stand up to scrutiny.  dr cumberbatch  head of the social policy think tank  the communications research group  reviewed the studies on the issue. he concluded that there was an absence of convincing research that media violence caused harm.,tech
parties  plans for council tax anger at council tax rises spilled over into mass protests in 2003  when the average english bill rose 12.9%.  pensioners  protests spread - some marched  others simply refused to pay the increase. some  such as 83-year-old elizabeth winkfield  said they would rather go to jail. the audit commission found the whole local government finance system was  fundamentally flawed  and all three of the main parties have said the system has to change.  labour says it wants to retain the property-based tax but reform it to make it fairer and says there is scope for councils to become more efficient. they say they are already helping pensioners with council tax bills  with a Â£100 lump sum for the over-70s and last year the government capped some local councils  budgets to keep demands down. deputy prime minister john prescott has said the current system is not sustainable in the long term and said there would be  radical reform . the party says this year s increases will be the lowest in a decade. a report last year looked at increasing the number of council tax bands and other forms of local taxation  such as reformed business rates  although no decisions have been made. an independent inquiry into its findings  the lyons review  is due to report back at the end of 2005.  the tories have promised a reduction on bills for pensioners  who they say have been hardest hit by year-on-year increases in council tax. they say they can save Â£4bn on  government waste   of which Â£1.3bn could be used to cut pensioners  bills by an average of Â£340. it would not be means tested  say the tories  because that would create more bureaucracy and could discourage people from saving for their retirement. instead households where council tax payers are over 65 would get a rebate covering half their bill  up to a maximum of Â£500. the tories also say they are suspicious about any proposals to revalue homes - currently graded according to their value in 1991 - because they believe seven million of homes could move up a band.  the liberal democrats want to do away with the council tax altogether and switch to a local income tax of the kind seen in the usa  norway and switzerland. the rate would be set locally  but administered by the inland revenue which they say would save at least Â£300m. they say the council tax is the most unpopular and most unfair tax in britain  because it puts a  ceiling  on what the richest pay. the party says it would aim for a Â£5 000 tax-free personal allowance  or a Â£7 000 allowance for the over-65s. after that income would be taxed up to Â£100 000. the lib dems say their plan is fairer  more efficient  has already been tested abroad and offers more accountability.,politics
